batch_idx,neuron_idx,patch_idx,class_name,predicted,activation_value,activation_value_sds
295,36,31,nipple,pill_bottle,2.303802013397217,4.72611302798086
295,36,37,nipple,pill_bottle,2.290818929672241,4.707656467668908
295,36,26,nipple,pill_bottle,2.2645108699798584,4.670257318076361
295,36,32,nipple,pill_bottle,2.254746437072754,4.656376344289271
23,37,65,ground_beetle,long-horned_beetle,2.484299898147583,4.453086592743126
294,37,147,black_stork,oystercatcher,2.358860492706299,4.288617820015068
23,37,145,ground_beetle,long-horned_beetle,2.3512418270111084,4.2786286735239365
23,37,132,ground_beetle,long-horned_beetle,2.3305530548095703,4.251502771888266
23,37,134,ground_beetle,long-horned_beetle,2.3220067024230957,4.240297297154387
63,38,86,paddle,paddle,3.9844651222229004,6.298301781870784
63,38,100,paddle,paddle,3.6523730754852295,5.889624973781293
172,38,115,weevil,weevil,3.058688163757324,5.159028571008939
443,38,152,ice_cream,trifle,3.0158796310424805,5.1063478317959445
63,38,72,paddle,paddle,2.9289889335632324,4.999419005142835
356,39,104,oboe,trombone,1.4311187267303467,3.4909193363520363
310,39,14,brambling,brambling,1.390760898590088,3.398314168888527
299,39,24,racket,rugby_ball,1.3634169101715088,3.335570588688363
224,39,43,pop_bottle,beer_bottle,1.3628647327423096,3.3343035610593525
444,39,132,coil,water_tower,1.3494861125946045,3.303604947771661
51,40,148,soup_bowl,hot_pot,2.412642002105713,4.725150662711684
191,40,159,wok,hot_pot,2.1632015705108643,4.390986576107873
191,40,148,wok,hot_pot,2.1333346366882324,4.35097519304265
51,40,176,soup_bowl,hot_pot,2.0645549297332764,4.258834124313216
191,40,147,wok,hot_pot,2.0227813720703125,4.202871974747547
494,41,129,West_Highland_white_terrier,Bedlington_terrier,2.0368387699127197,4.074363350241042
494,41,187,West_Highland_white_terrier,Bedlington_terrier,1.8904669284820557,3.876123093804835
270,41,111,weasel,otter,1.8412665128707886,3.8094879889088857
10,41,152,torch,torch,1.8065924644470215,3.7625268235370264
81,41,148,coyote,coyote,1.7986094951629639,3.7517150043884397
124,42,129,mink,mongoose,2.1975502967834473,4.344094722281294
124,42,179,mink,mongoose,2.158777952194214,4.291977668256437
49,42,18,ibex,ibex,2.0986204147338867,4.211115041478565
55,42,144,groom,groom,2.064481258392334,4.165225831675405
55,42,45,groom,groom,2.0350022315979004,4.125600680080309
85,43,33,thatch,thatch,1.677643060684204,3.9504667518218066
125,43,164,beer_bottle,puck,1.6448549032211304,3.887799529577551
125,43,181,beer_bottle,puck,1.5763919353485107,3.756947894257492
25,43,123,diaper,crib,1.5196259021759033,3.648452330859063
327,43,128,can_opener,pencil_sharpener,1.518960952758789,3.6471814289198368
176,44,36,sorrel,barn,2.1861040592193604,4.247834833047569
176,44,87,sorrel,barn,2.184279680252075,4.245685246721301
176,44,34,sorrel,barn,2.176426887512207,4.236432642849332
368,44,74,chainlink_fence,chainlink_fence,2.1211302280426025,4.171278995928554
176,44,78,sorrel,barn,2.1174240112304688,4.166912121981632
324,45,127,mosquito_net,bassinet,2.1264660358428955,4.130902457432708
62,45,173,brass,hay,2.120943784713745,4.123333106074139
477,45,174,American_chameleon,green_lizard,2.1191468238830566,4.120870011298665
62,45,74,brass,hay,2.0628819465637207,4.043747726270981
477,45,16,American_chameleon,green_lizard,2.0194778442382812,3.9842537095700337
3,46,63,Eskimo_dog,Siberian_husky,2.326845407485962,4.0853908372646375
238,46,68,Sealyham_terrier,Bedlington_terrier,2.267707586288452,4.001730896785373
238,46,80,Sealyham_terrier,Bedlington_terrier,2.165531873703003,3.8571869507922294
472,46,133,standard_poodle,giant_schnauzer,2.1525003910064697,3.8387518267942147
366,46,93,Norwegian_elkhound,Irish_water_spaniel,2.107278823852539,3.7747786614007595
236,47,103,Appenzeller,Border_collie,1.7954638004302979,4.318480725014799
153,47,21,poncho,Cardigan,1.7913455963134766,4.309794176893502
153,47,20,poncho,Cardigan,1.6945061683654785,4.105530297045176
481,47,195,Persian_cat,Persian_cat,1.5430809259414673,3.786128291272161
236,47,50,Appenzeller,Border_collie,1.5154023170471191,3.727745665916299
146,48,104,stethoscope,jay,1.6882200241088867,4.268723208116352
146,48,129,stethoscope,jay,1.5746595859527588,4.037401893529125
146,48,115,stethoscope,jay,1.5095301866531372,3.9047340515509914
117,48,129,sax,sax,1.5002775192260742,3.885886473755245
55,48,68,groom,groom,1.4823451042175293,3.8493583493410255
428,49,143,packet,punching_bag,2.3971192836761475,4.730185828994998
301,49,44,night_snake,wok,2.1863784790039062,4.464263276667338
301,49,48,night_snake,wok,2.09224796295166,4.345485011966946
428,49,144,packet,punching_bag,2.0543575286865234,4.297673099109066
301,49,47,night_snake,wok,2.015547752380371,4.24870111769024
237,50,100,stopwatch,odometer,2.294454574584961,4.227512409921803
237,50,95,stopwatch,odometer,2.2723793983459473,4.19839706311584
285,50,166,television,punching_bag,2.2199292182922363,4.1292195777012415
354,50,52,shield,football_helmet,2.056023359298706,3.913041193598825
354,50,50,shield,football_helmet,1.9793334007263184,3.811893428516709
447,51,140,water_ouzel,red-backed_sandpiper,1.704958438873291,3.708125565049477
417,51,142,coral_reef,coral_reef,1.7025142908096313,3.702983745727722
21,51,33,lacewing,lacewing,1.6673660278320312,3.6290414095855565
343,51,145,bee,dung_beetle,1.6627111434936523,3.619248805533667
13,51,45,spotted_salamander,spotted_salamander,1.657138466835022,3.6075254173546654
146,52,94,stethoscope,jay,1.5675275325775146,4.532977424596666
246,52,120,racket,tennis_ball,1.5161690711975098,4.435566022663696
146,52,124,stethoscope,jay,1.5005203485488892,4.405885148846557
146,52,95,stethoscope,jay,1.4786101579666138,4.364328172179244
196,52,66,crutch,military_uniform,1.4701414108276367,4.348265531102056
240,53,146,notebook,desk,2.2081527709960938,4.583719603280373
417,53,178,coral_reef,coral_reef,2.20524263381958,4.580086276563236
242,53,156,lens_cap,toilet_seat,2.12629771232605,4.481522987258662
240,53,160,notebook,desk,2.1168315410614014,4.469704405907097
352,53,18,crayfish,hermit_crab,2.0743227005004883,4.416631819717361
473,54,160,medicine_chest,refrigerator,1.4648067951202393,3.8443569362721934
340,54,122,basset,muzzle,1.4563121795654297,3.830844195167652
296,54,46,pug,French_bulldog,1.4328088760375977,3.793456504856792
246,54,143,racket,tennis_ball,1.4289536476135254,3.7873238313700135
452,54,80,cloak,cloak,1.3809928894042969,3.7110306425049973
49,55,98,ibex,ibex,1.6609582901000977,3.21346454224945
49,55,28,ibex,ibex,1.6293179988861084,3.164107780776881
222,55,152,alp,alp,1.623800277709961,3.1555005007072574
0,55,168,mountain_bike,mountain_bike,1.5788686275482178,3.085410098422289
259,55,147,Brittany_spaniel,cocker_spaniel,1.5577468872070312,3.0524615805703244
27,56,55,horse_cart,Boston_bull,2.4073104858398438,6.516535244636614
48,56,74,fountain,fountain,2.28362774848938,6.33026176220023
27,56,41,horse_cart,Boston_bull,2.071390151977539,6.010619449513005
27,56,27,horse_cart,Boston_bull,2.033283233642578,5.953228187520973
27,56,13,horse_cart,Boston_bull,1.9382307529449463,5.810073556785444
42,57,38,wire-haired_fox_terrier,giant_schnauzer,2.3641586303710938,5.498049532947179
42,57,24,wire-haired_fox_terrier,giant_schnauzer,2.1879124641418457,5.269513873186406
427,57,46,yurt,yurt,2.1782894134521484,5.257035813179013
427,57,58,yurt,yurt,2.1393463611602783,5.206538963579207
55,57,5,groom,groom,2.1324095726013184,5.197544137854142
403,58,130,parking_meter,pay-phone,1.6139081716537476,3.676129571731867
374,58,128,boathouse,boathouse,1.5145318508148193,3.517890254548947
499,58,113,file,refrigerator,1.469395637512207,3.446018771353222
499,58,100,file,refrigerator,1.4662822484970093,3.441061246786699
369,58,40,burrito,head_cabbage,1.438157558441162,3.3962776231543463
222,59,88,alp,alp,2.5877320766448975,5.534198021444965
222,59,77,alp,alp,2.475900411605835,5.382279539413273
222,59,61,alp,alp,2.3821897506713867,5.254977658015234
222,59,138,alp,alp,2.2747459411621094,5.109019888016458
222,59,151,alp,alp,2.2680211067199707,5.0998844911679235
128,60,69,plastic_bag,gasmask,1.9178941249847412,5.052550828126628
0,60,45,mountain_bike,mountain_bike,1.914865255355835,5.048275649350708
414,60,116,balance_beam,balance_beam,1.7493503093719482,4.814655166839726
313,60,100,balance_beam,balance_beam,1.7080063819885254,4.7562991784617665
0,60,62,mountain_bike,mountain_bike,1.691516637802124,4.7330242894757
427,61,158,yurt,yurt,2.6499178409576416,5.569231411131556
427,61,104,yurt,yurt,2.4717178344726562,5.334275087562071
484,61,32,terrapin,box_turtle,2.4554643630981445,5.3128449206685655
263,61,72,grille,police_van,2.1597647666931152,4.922965641634085
304,61,154,racket,volleyball,2.083395004272461,4.822272274870691
271,62,55,bald_eagle,bald_eagle,2.590312957763672,5.773008853006974
271,62,56,bald_eagle,bald_eagle,2.260887384414673,5.3350838054542145
237,62,91,stopwatch,odometer,2.229745388031006,5.293684893680122
109,62,19,Maltese_dog,Bedlington_terrier,2.2175941467285156,5.277531524434618
326,62,2,lumbermill,potter's_wheel,2.199091911315918,5.252935400215962
208,63,17,tub,jean,1.8818415403366089,4.1266657448870365
238,63,4,Sealyham_terrier,Bedlington_terrier,1.859555959701538,4.079094623559113
433,63,60,toy_poodle,Norfolk_terrier,1.7840462923049927,3.917910600222546
76,63,18,matchstick,laptop,1.7799137830734253,3.909089286510204
208,63,3,tub,jean,1.7621015310287476,3.8710669968056473
243,64,129,barbershop,tobacco_shop,2.1831257343292236,5.039099743099918
243,64,109,barbershop,tobacco_shop,2.150020122528076,4.99126634317184
243,64,95,barbershop,tobacco_shop,2.0727224349975586,4.879581012498244
243,64,80,barbershop,tobacco_shop,2.0199544429779053,4.8033379730752355
475,64,134,book_jacket,book_jacket,2.0194320678710938,4.802583207461881
340,65,18,basset,muzzle,2.727053165435791,4.691359047664946
340,65,29,basset,muzzle,2.6400840282440186,4.584920616685799
340,65,37,basset,muzzle,2.6361305713653564,4.580082121551823
340,65,36,basset,muzzle,2.6021690368652344,4.538517808479861
340,65,30,basset,muzzle,2.5525472164154053,4.477787428927374
103,66,66,plow,oxcart,2.9129481315612793,5.732820250023706
103,66,105,plow,oxcart,2.643381357192993,5.365974235071046
0,66,139,mountain_bike,mountain_bike,2.45552921295166,5.110331414561217
255,66,66,bustard,African_grey,2.421574354171753,5.0641231804015
451,66,122,snow_leopard,snow_leopard,2.404038906097412,5.040259671029634
344,67,132,prison,prison,2.2976789474487305,4.722681590021565
181,67,118,zebra,Lhasa,1.965235948562622,4.247131102193818
192,67,115,snowplow,snowplow,1.9242634773254395,4.188521118678943
367,67,84,gondola,canoe,1.8686411380767822,4.108954905365842
192,67,82,snowplow,snowplow,1.7443889379501343,3.9312155798818322
34,68,118,rule,slide_rule,2.068344831466675,4.794302131755553
86,68,127,pool_table,pool_table,2.0413622856140137,4.7408181470051485
112,68,130,perfume,slide_rule,1.9364385604858398,4.532841518507827
112,68,103,perfume,slide_rule,1.9315810203552246,4.523213049656557
112,68,132,perfume,slide_rule,1.8991764783859253,4.4589817485038195
314,69,66,crayfish,hermit_crab,3.495851755142212,6.216790869339905
23,69,134,ground_beetle,long-horned_beetle,3.2508857250213623,5.8971866900650065
23,69,95,ground_beetle,long-horned_beetle,3.0632996559143066,5.652445443163189
314,69,65,crayfish,hermit_crab,2.927436351776123,5.475186254241206
169,69,141,green_snake,green_snake,2.819237232208252,5.334020188110745
417,70,188,coral_reef,coral_reef,2.288254737854004,3.8942729892750747
191,70,129,wok,hot_pot,2.230928659439087,3.8153866033031596
142,70,193,flatworm,sea_slug,2.217686891555786,3.7971646135722037
91,70,92,dough,dough,2.143831729888916,3.695532564941525
189,70,60,trifle,trifle,2.1276588439941406,3.673277065276245
149,71,91,parachute,parachute,1.4685032367706299,3.607758663136821
149,71,92,parachute,parachute,1.4292792081832886,3.5422132075445822
254,71,167,jellyfish,jellyfish,1.402620553970337,3.4976651664892633
1,71,70,wire-haired_fox_terrier,giant_schnauzer,1.3679444789886475,3.439719585306432
176,71,33,sorrel,barn,1.3529424667358398,3.414650418182992
248,72,66,balance_beam,balance_beam,2.1329398155212402,4.890191067514382
315,72,134,maillot,bikini,2.034672975540161,4.694950999956528
248,72,53,balance_beam,balance_beam,2.0317533016204834,4.6891500875283425
83,72,154,jean,cowboy_hat,2.0224132537841797,4.670592946880443
313,72,39,balance_beam,balance_beam,2.0171103477478027,4.660056943758794
20,73,113,American_lobster,king_crab,3.069018840789795,4.84698534011632
20,73,125,American_lobster,king_crab,2.6164448261260986,4.299493527221908
20,73,139,American_lobster,king_crab,2.6149752140045166,4.2977156951356035
20,73,53,American_lobster,king_crab,2.5679759979248047,4.240859390570219
20,73,140,American_lobster,king_crab,2.509687900543213,4.170346601343185
282,74,67,turnstile,turnstile,2.017491340637207,4.274954713977387
349,74,8,cab,passenger_car,1.9691286087036133,4.210669244384951
53,74,89,slot,scoreboard,1.9360358715057373,4.1666811968572475
53,74,90,slot,scoreboard,1.849550485610962,4.051721734832591
420,74,52,Sealyham_terrier,Bedlington_terrier,1.8335983753204346,4.030517620424311
106,75,99,forklift,forklift,2.571708917617798,5.340556479619331
76,75,163,matchstick,laptop,2.274261236190796,4.90559393548406
377,75,75,half_track,jeep,2.2090423107147217,4.81022324839466
106,75,101,forklift,forklift,2.204704761505127,4.803880380195231
106,75,131,forklift,forklift,2.1965255737304688,4.791919821933833
48,76,58,fountain,fountain,1.8361575603485107,5.047763921845044
27,76,27,horse_cart,Boston_bull,1.8144841194152832,5.017910392936922
213,76,36,torch,torch,1.8047657012939453,5.004524005550609
64,76,61,projectile,fireboat,1.7925938367843628,4.987758180958101
304,76,37,racket,volleyball,1.6648728847503662,4.811832210298126
27,77,194,horse_cart,Boston_bull,1.586241364479065,5.008255879174077
27,77,184,horse_cart,Boston_bull,1.5566052198410034,4.963687630596453
453,77,169,ambulance,police_van,1.4933249950408936,4.8685238087369385
27,77,169,horse_cart,Boston_bull,1.4896295070648193,4.862966357565582
27,77,183,horse_cart,Boston_bull,1.4747543334960938,4.840596361692541
332,78,35,flagpole,restaurant,1.9811850786209106,4.57493272268285
4,78,122,shoji,birdhouse,1.9492714405059814,4.532511267147977
453,78,3,ambulance,police_van,1.7724969387054443,4.297532364372154
453,78,25,ambulance,police_van,1.7711471319198608,4.2957381230409375
53,78,75,slot,scoreboard,1.7106462717056274,4.215316876733735
310,79,168,brambling,brambling,2.977583408355713,4.8529261687180325
343,79,26,bee,dung_beetle,2.944735527038574,4.813968328006344
310,79,128,brambling,brambling,2.8335022926330566,4.682044853673919
310,79,167,brambling,brambling,2.7220749855041504,4.5498912075939995
310,79,153,brambling,brambling,2.7013134956359863,4.525267920405025
140,80,50,planetarium,planetarium,2.364372730255127,4.603425090447845
398,80,67,buckeye,acorn,2.3174092769622803,4.541725506970761
490,80,105,screwdriver,disk_brake,2.2713067531585693,4.4811569942978515
107,80,72,weasel,badger,2.267354965209961,4.47596521955977
482,80,57,spatula,butternut_squash,2.2545435428619385,4.45913384607254
372,81,48,dock,lifeboat,2.265530586242676,4.868856822894845
195,81,115,recreational_vehicle,minibus,2.1081066131591797,4.6377352767799085
452,81,21,cloak,cloak,2.1019718647003174,4.62872856375478
372,81,63,dock,lifeboat,2.041910409927368,4.540549514419812
372,81,34,dock,lifeboat,2.029742479324341,4.522685202657719
149,82,48,parachute,parachute,2.3875250816345215,5.073407121456048
28,82,35,projectile,missile,2.287531852722168,4.93385326384483
