batch_idx,neuron_idx,patch_idx,class_name,predicted,activation_value,activation_value_sds
345,30,55,golf_ball,golf_ball,3.9136462211608887,9.129800550757519
73,30,104,dock,paddlewheel,3.5233607292175293,8.38722273165475
160,30,38,book_jacket,plate,3.493460178375244,8.33033236218732
157,30,74,hoopskirt,mosquito_net,3.4510140419006348,8.249572097962002
385,31,97,chambered_nautilus,chambered_nautilus,0.21549639105796814,5.838939568017336
182,31,126,Norwegian_elkhound,Bernese_mountain_dog,0.19072945415973663,5.1303767069099875
388,31,31,gong,wall_clock,0.19026139378547668,5.1169858625225935
193,31,93,cairn,Shih-Tzu,0.18835633993148804,5.062483748882446
134,31,94,lens_cap,sewing_machine,0.17703387141227722,4.738556703655357
388,32,25,gong,wall_clock,-0.716432511806488,4.067062141078831
377,32,17,half_track,jeep,-0.7294423580169678,4.035406926819547
492,32,65,lawn_mower,lawn_mower,-0.7351898550987244,4.021422268689534
265,32,166,cougar,cougar,-0.7610150575637817,3.958585067995935
461,32,83,Christmas_stocking,Christmas_stocking,-0.76682448387146,3.9444497253087216
230,33,131,fiddler_crab,hermit_crab,0.5806626677513123,5.115567325799673
392,33,119,buckeye,stinkhorn,0.5533303022384644,4.8623951662216145
446,33,90,oxygen_mask,bullet_train,0.5188155174255371,4.542694238603282
131,33,37,crane,dhole,0.5172978043556213,4.528636081238535
496,33,119,komondor,Bedlington_terrier,0.5135313272476196,4.493748243119076
47,34,177,desk,desk,2.9528403282165527,3.907502496471954
137,34,166,hard_disc,toilet_tissue,2.921873092651367,3.878868692368558
232,34,179,pencil_box,apron,2.8661603927612305,3.8273540348406856
28,34,166,projectile,missile,2.8379883766174316,3.8013048258384416
232,34,178,pencil_box,apron,2.83793044090271,3.801251255673858
47,35,120,desk,desk,0.23279008269309998,6.476439754129406
136,35,149,rifle,military_uniform,0.2072628140449524,5.776632278138388
272,35,8,malinois,African_hunting_dog,0.19925999641418457,5.557242116025982
354,35,63,shield,football_helmet,0.1889474093914032,5.274531670391445
418,35,166,pirate,schooner,0.1802944839000702,5.037319376687336
384,36,97,monitor,desk,0.19442152976989746,5.008867856316534
62,36,107,brass,hay,0.19231244921684265,4.952536168748642
27,36,37,horse_cart,Boston_bull,0.1849885731935501,4.756921878278549
223,36,177,gorilla,chimpanzee,0.17195117473602295,4.408704426107842
17,36,150,oil_filter,stove,0.16477468609809875,4.217026723138872
177,37,8,lab_coat,wig,4.400808334350586,4.759571936904537
177,37,7,lab_coat,wig,4.3332295417785645,4.701927437057497
177,37,9,lab_coat,wig,4.300262451171875,4.673806611320497
177,37,6,lab_coat,wig,4.247104644775391,4.628463167821926
177,37,10,lab_coat,wig,4.198715686798096,4.587187537190499
431,38,49,radio,dial_telephone,0.3895201086997986,3.7765098845319325
235,38,50,submarine,submarine,0.38345447182655334,3.7175549863678268
461,38,34,Christmas_stocking,Christmas_stocking,0.3618655204772949,3.507721385236936
194,38,116,toyshop,toyshop,0.3593142628669739,3.482924461888242
373,38,49,electric_locomotive,crane,0.3562069237232208,3.4527227095233184
455,39,131,Staffordshire_bullterrier,Rottweiler,-0.4400585889816284,3.103833543341447
70,39,160,Rottweiler,Doberman,-0.44677919149398804,3.0939153338805063
70,39,157,Rottweiler,Doberman,-0.46955740451812744,3.0602994359749442
7,39,163,hip,pomegranate,-0.48221689462661743,3.0416166654445047
3,39,185,Eskimo_dog,Siberian_husky,-0.512087345123291,2.9975341022853494
157,40,67,hoopskirt,mosquito_net,0.24379581212997437,5.733997125386634
424,40,97,Afghan_hound,collie,0.237038254737854,5.58110560614298
250,40,26,desktop_computer,desktop_computer,0.2320302426815033,5.467798011807366
3,40,165,Eskimo_dog,Siberian_husky,0.21622587740421295,5.110220076806152
246,40,32,racket,tennis_ball,0.20917952060699463,4.95079439481109
407,41,75,ocarina,great_white_shark,2.34792423248291,5.831741963337956
128,41,114,plastic_bag,gasmask,2.2052812576293945,5.572230321015239
205,41,123,magnetic_compass,barometer,2.204037666320801,5.569967844204146
483,41,152,cloak,jean,2.175224781036377,5.517548303824428
446,41,36,oxygen_mask,bullet_train,2.1528384685516357,5.47682068492535
373,42,17,electric_locomotive,crane,0.4812575876712799,3.6022314816692296
121,42,110,dowitcher,red-backed_sandpiper,0.43868064880371094,3.278043010446522
492,42,120,lawn_mower,lawn_mower,0.43313395977020264,3.2358095224140957
277,42,152,walking_stick,mantis,0.42963647842407227,3.20917907032221
219,42,9,carton,pencil_box,0.42450201511383057,3.1700843430973693
418,43,166,pirate,schooner,0.3778437376022339,6.592900316364353
47,43,120,desk,desk,0.36961930990219116,6.449150799614212
80,43,109,ladybug,long-horned_beetle,0.33013397455215454,5.759011852285933
7,43,74,hip,pomegranate,0.31488966941833496,5.49256638323927
304,43,182,racket,volleyball,0.3053189516067505,5.325285921844966
480,44,74,colobus,hornbill,0.0878327414393425,6.237529068529662
309,44,187,ptarmigan,ptarmigan,0.08128878474235535,5.774354656355895
66,44,34,dung_beetle,tailed_frog,0.0803184062242508,5.705672279543093
163,44,31,digital_watch,iPod,0.08002440631389618,5.684863273315969
301,44,48,night_snake,wok,0.07663631439208984,5.44505766992684
276,45,129,tobacco_shop,tobacco_shop,0.1365661919116974,5.185897650951327
1,45,119,wire-haired_fox_terrier,giant_schnauzer,0.13652245700359344,5.184260188861262
246,45,72,racket,tennis_ball,0.13391172885894775,5.086512907578261
246,45,100,racket,tennis_ball,0.1325329691171646,5.034891287541663
303,45,158,Scottish_deerhound,Irish_water_spaniel,0.12747131288051605,4.845379738077486
388,46,31,gong,wall_clock,0.2576375901699066,5.370024088972705
99,46,174,hard_disc,laptop,0.2262769341468811,4.730507902141719
176,46,40,sorrel,barn,0.22218620777130127,4.647088546017313
42,46,26,wire-haired_fox_terrier,giant_schnauzer,0.21503892540931702,4.501338955862548
385,46,97,chambered_nautilus,chambered_nautilus,0.20927439630031586,4.383786897258992
84,47,164,pillow,quilt,0.8795318603515625,3.313715699930033
478,47,114,green_mamba,green_snake,0.8764931559562683,3.304582591364131
296,47,0,pug,French_bulldog,0.8727278113365173,3.293265498048481
467,47,0,jackfruit,jackfruit,0.8726335167884827,3.2929820870178763
482,47,0,spatula,butternut_squash,0.8715742230415344,3.289798281179756
283,48,164,African_chameleon,African_chameleon,0.08281995356082916,7.4161756839970865
134,48,132,lens_cap,sewing_machine,0.07842440903186798,7.018555097823883
372,48,30,dock,lifeboat,0.07834272086620331,7.011165593269672
406,48,85,weasel,fox_squirrel,0.07149653136730194,6.391859870470104
251,48,145,European_gallinule,European_gallinule,0.0711425170302391,6.359835763493327
95,49,162,tick,weevil,1.0029975175857544,1.9726329251114896
228,49,108,garden_spider,black_and_gold_garden_spider,0.9666687250137329,1.937623286233386
428,49,8,packet,punching_bag,0.9276645183563232,1.9000353816231326
248,49,191,balance_beam,balance_beam,0.8821683526039124,1.8561912508232299
455,49,94,Staffordshire_bullterrier,Rottweiler,0.8795950412750244,1.8537113803412506
78,50,43,Arabian_camel,Arabian_camel,0.2454334795475006,11.039302454760925
214,50,109,pole,pier,0.23396238684654236,10.527608441320792
250,50,27,desktop_computer,desktop_computer,0.23208361864089966,10.443801739681225
424,50,97,Afghan_hound,collie,0.19597572088241577,8.83312735995268
250,50,26,desktop_computer,desktop_computer,0.18244919180870056,8.22974596202659
175,51,50,electric_ray,stingray,0.06468267738819122,6.938855503317877
480,51,123,colobus,hornbill,0.05782591551542282,6.162124149378352
384,51,71,monitor,desk,0.05207829549908638,5.511035959346685
403,51,109,parking_meter,pay-phone,0.048943694680929184,5.155949581443326
381,51,194,hook,sax,0.04872765392065048,5.131476567015942
385,52,83,chambered_nautilus,chambered_nautilus,0.36298424005508423,5.501284659925792
237,52,157,stopwatch,odometer,0.36284708976745605,5.501032757625845
462,52,41,barbell,jay,0.2478967308998108,5.289904802451968
454,52,41,toucan,toucan,0.21828746795654297,5.235521821824516
490,52,51,screwdriver,disk_brake,0.17250698804855347,5.1514373595830225
64,53,68,projectile,fireboat,2.791550874710083,6.945039971851816
293,53,161,pelican,little_blue_heron,2.597320079803467,6.572526046806696
150,53,151,snowplow,snowplow,2.567760705947876,6.515834324044009
459,53,179,lemon,lemon,2.539912700653076,6.462424823444319
332,53,5,flagpole,restaurant,2.5352067947387695,6.453399398388142
435,54,71,dough,dough,0.5424653887748718,3.9828331632233245
24,54,86,timber_wolf,coyote,0.5377508997917175,3.940476674247389
294,54,23,black_stork,oystercatcher,0.5221905708312988,3.800677662216834
249,54,18,American_black_bear,American_black_bear,0.5106855034828186,3.6973124279243037
499,54,140,file,refrigerator,0.5093070268630981,3.684927749551864
496,55,37,komondor,Bedlington_terrier,0.5704293251037598,3.71923506371241
195,55,125,recreational_vehicle,minibus,0.545981228351593,3.5639253015105745
99,55,29,hard_disc,laptop,0.5373393297195435,3.5090264995661236
415,55,115,quilt,screen,0.5316315293312073,3.4727669440680264
349,55,44,cab,passenger_car,0.5054126381874084,3.306207976716987
120,56,64,maillot,bikini,0.9429880380630493,2.4516169204016585
35,56,23,barbell,assault_rifle,0.8540530204772949,2.3627364467591576
346,56,7,rock_python,garter_snake,0.817415714263916,2.326121610245626
245,56,105,rifle,sewing_machine,0.8117325305938721,2.3204419120783237
105,56,75,pencil_sharpener,wooden_spoon,0.7631047964096069,2.271844001336454
214,57,109,pole,pier,0.1846662163734436,11.269326032390909
250,57,27,desktop_computer,desktop_computer,0.1699633151292801,10.379560400423323
78,57,43,Arabian_camel,Arabian_camel,0.16613802313804626,10.148067765771245
250,57,26,desktop_computer,desktop_computer,0.13043737411499023,7.987595488079653
424,57,97,Afghan_hound,collie,0.12582515180110931,7.7084807178900405
112,58,18,perfume,slide_rule,0.14280734956264496,6.324597711568643
92,58,80,terrapin,terrapin,0.13191160559654236,5.829116554943632
164,58,133,fiddler_crab,king_crab,0.1235666498541832,5.449631837234389
68,58,107,thatch,thatch,0.11875030398368835,5.230609746586595
403,58,23,parking_meter,pay-phone,0.11765050143003464,5.180596508111205
211,59,76,coral_fungus,coral_fungus,0.9596070647239685,3.113620760580013
354,59,7,shield,football_helmet,0.9274715185165405,3.0773070774898392
354,59,8,shield,football_helmet,0.9046183824539185,3.0514826668749406
298,59,35,folding_chair,folding_chair,0.8540682792663574,2.9943602387861237
298,59,37,folding_chair,folding_chair,0.8322489261627197,2.9697040195103193
47,60,120,desk,desk,0.13777215778827667,9.943170793810342
304,60,182,racket,volleyball,0.10728222131729126,7.693520588255652
246,60,193,racket,tennis_ball,0.10344964265823364,7.410740026336205
285,60,135,television,punching_bag,0.0996166467666626,7.127928679596643
43,60,168,rotisserie,pay-phone,0.09367883950471878,6.6898172607654605
223,61,73,gorilla,chimpanzee,0.21281766891479492,5.153331243160842
424,61,97,Afghan_hound,collie,0.19263237714767456,4.657274037070078
374,61,76,boathouse,boathouse,0.1859666407108307,4.493462355200596
274,61,183,wok,red_wine,0.18346181511878967,4.43190581198746
418,61,134,pirate,schooner,0.1826958954334259,4.413083196808305
403,62,109,parking_meter,pay-phone,0.057206008583307266,6.281409361883204
236,62,179,Appenzeller,Border_collie,0.05638376250863075,6.189347654422687
372,62,30,dock,lifeboat,0.05600573122501373,6.147021875662399
62,62,78,brass,hay,0.05271599441766739,5.778690792173597
272,62,117,malinois,African_hunting_dog,0.0519193597137928,5.689496628382848
323,63,14,cassette_player,cassette_player,0.086668960750103,6.976695498777919
111,63,89,Model_T,Model_T,0.08552684634923935,6.876912676973892
309,63,164,ptarmigan,ptarmigan,0.08064543455839157,6.450439599924941
175,63,118,electric_ray,stingray,0.07476687431335449,5.936848904499676
40,63,189,stretcher,rifle,0.07126541435718536,5.630937732557391
134,64,116,lens_cap,sewing_machine,0.5993455648422241,4.047335305886681
117,64,180,sax,sax,0.5588418245315552,3.7421437400915027
267,64,108,tusker,water_buffalo,0.549009382724762,3.6680572906034103
393,64,55,measuring_cup,acorn,0.5433030724525452,3.62506082278258
261,64,77,espresso,espresso,0.5424081087112427,3.6183173619702442
75,65,70,orange,groom,0.7491269111633301,4.264717316836767
446,65,68,oxygen_mask,bullet_train,0.6730309724807739,3.781178752993701
223,65,23,gorilla,chimpanzee,0.658576488494873,3.6893302187796495
28,65,39,projectile,missile,0.6551790237426758,3.6677416129298934
481,65,124,Persian_cat,Persian_cat,0.6379551291465759,3.558295334968523
20,66,127,American_lobster,king_crab,4.2622504234313965,9.929872358587765
224,66,142,pop_bottle,beer_bottle,3.658900022506714,8.753276153653736
20,66,128,American_lobster,king_crab,3.3558990955352783,8.162392746234593
426,66,75,starfish,axolotl,3.0884501934051514,7.640839494960028
84,66,187,pillow,quilt,3.0192689895629883,7.505928932592444
11,67,116,saltshaker,cocktail_shaker,0.8659801483154297,2.3638396395851013
294,67,117,black_stork,oystercatcher,0.7564895153045654,2.255586516337206
223,67,176,gorilla,chimpanzee,0.7096681594848633,2.209294355420748
294,67,191,black_stork,oystercatcher,0.7082688212394714,2.20791083309214
253,67,79,espresso,espresso_maker,0.7016117572784424,2.201329010103037
429,68,173,Japanese_spaniel,Chihuahua,1.525775671005249,3.6568794591746694
429,68,159,Japanese_spaniel,Chihuahua,1.497687578201294,3.5941394777032403
429,68,174,Japanese_spaniel,Chihuahua,1.495581865310669,3.5894359761638492
213,68,184,torch,torch,1.491508960723877,3.5803383859467504
429,68,172,Japanese_spaniel,Chihuahua,1.489452838897705,3.5757456552769464
44,69,113,iPod,ice_cream,2.732618570327759,4.0323463300419
44,69,169,iPod,ice_cream,2.6999988555908203,3.995052837193672
44,69,155,iPod,ice_cream,2.6547775268554688,3.943352161287103
44,69,183,iPod,ice_cream,2.6430699825286865,3.929967150898685
44,69,184,iPod,ice_cream,2.6037468910217285,3.885009816240443
350,70,92,digital_clock,parking_meter,1.932979702949524,3.825022840092306
312,70,71,hard_disc,combination_lock,1.9296915531158447,3.8185900574451876
312,70,57,hard_disc,combination_lock,1.9128025770187378,3.785549253996308
312,70,114,hard_disc,combination_lock,1.9060298204421997,3.772299349587311
312,70,29,hard_disc,combination_lock,1.9054685831069946,3.7712013710968413
301,71,119,night_snake,wok,-0.666856050491333,2.89444600157012
8,71,104,ruffed_grouse,ruffed_grouse,-0.8661612868309021,2.623179965430929
301,71,105,night_snake,wok,-0.9082669019699097,2.5658717705850056
499,71,90,file,refrigerator,-0.9212966561317444,2.5481375161907707
492,71,119,lawn_mower,lawn_mower,-0.9497547745704651,2.509404359317266
257,72,167,megalith,megalith,0.13376747071743011,6.957385185094797
360,72,69,frilled_lizard,frilled_lizard,0.12087733298540115,6.271877620147433
70,72,178,Rottweiler,Doberman,0.12027149647474289,6.239658762613769
484,72,141,terrapin,box_turtle,0.11719983071088791,6.076305184716741
241,72,65,envelope,parking_meter,0.11656951904296875,6.042784719255805
482,73,130,spatula,butternut_squash,0.580255389213562,3.341146669500385
486,73,129,European_gallinule,European_gallinule,0.5778264999389648,3.3250098625540567
428,73,130,packet,punching_bag,0.572409987449646,3.2890241890708505
194,73,172,toyshop,toyshop,0.5637407302856445,3.2314282621232255
70,73,157,Rottweiler,Doberman,0.5455520153045654,3.1105879318038676
418,74,72,pirate,schooner,0.7320903539657593,3.4811233887917723
340,74,95,basset,muzzle,0.721562385559082,3.4339020312130653
111,74,66,Model_T,Model_T,0.6830037236213684,3.260953909335871
455,74,169,Staffordshire_bullterrier,Rottweiler,0.681678056716919,3.255007862719169
70,74,2,Rottweiler,Doberman,0.6811383962631226,3.2525873103129097
87,75,93,potpie,French_loaf,0.6422940492630005,3.3256857117107748
247,75,193,swab,spindle,0.5990188121795654,3.127872832111454
224,75,46,pop_bottle,beer_bottle,0.5612117648124695,2.9550552714724647
30,75,152,plate_rack,mixing_bowl,0.5606719255447388,2.952587644088594
274,75,183,wok,red_wine,0.553229570388794,2.9185683341178614
372,76,30,dock,lifeboat,0.14777791500091553,9.776158610372322
204,76,162,running_shoe,running_shoe,0.11147171258926392,7.408441186962182
372,76,31,dock,lifeboat,0.0980215072631836,6.531282922434246
276,76,50,tobacco_shop,tobacco_shop,0.09732022881507874,6.48554888554949
333,76,45,clumber,Bedlington_terrier,0.09126409888267517,6.0905969653016765
291,77,66,Chesapeake_Bay_retriever,Rhodesian_ridgeback,0.3472338914871216,6.668361782471896
64,77,167,projectile,fireboat,-0.4531193971633911,4.7805671010623865
44,77,149,iPod,ice_cream,-0.561252236366272,4.5255139868594085
209,77,84,cuirass,cuirass,-0.6140285134315491,4.4010304911816265
481,77,168,Persian_cat,Persian_cat,-0.6482135057449341,4.320398290891621
203,78,155,bubble,bubble,0.793584942817688,3.086072836555901
242,78,103,lens_cap,toilet_seat,0.7534735202789307,3.0197459975738843
306,78,73,caldron,frying_pan,0.6829324960708618,2.903101838425594
98,78,183,cockroach,centipede,0.6696535348892212,2.881144214776318
213,78,51,torch,torch,0.6539000272750854,2.855094768090274
288,79,2,zucchini,bell_pepper,0.45400217175483704,4.130950731446738
416,79,129,vault,altar,0.4226688742637634,3.8365101695363535
439,79,101,bald_eagle,bald_eagle,0.3897542655467987,3.5272099470352116
267,79,81,tusker,water_buffalo,0.3856711983680725,3.4888411607699137
241,79,96,envelope,parking_meter,0.3796519339084625,3.432277831925266
263,80,37,grille,police_van,4.389706611633301,9.010072508419153
